Message,Category,
 1992 se Chaudhry Aslam ka uroj Shuru howa aur is operation mein unhein “encounter specialist” ke naam se shuhrat mili,spam,
 1993 kay intekhabat mein app punjab assembly kay rukan bane aur punjab assembly mein hizb-e- ikhtelaf (Opposition leader) ki zimaydariyan nibhatay rahay,spam,
 1995 mein Imran Khanne marhum bartanvi  arab pati  sarjims goldsmith ki beti jemama goldsmith say shadi ki ,spam,
 1997 kay intakhabat mein in kijamat koi seat  hassil na kar saki ta hum 2002 kay intakhabat meininhein aik seat hasil hoi,ham,
 1997 kay intikhabat mein people’s party hayrat angaiz tour per nakam rahi aur qaumi assembly mein sirf 18 nisahshtain hasil kar sakein,ham,
 1997 mein Wisden  new Saeed Anwar ko 5 behtareen cricketers ki top of the list mein shamil kiya,spam,
 1998 mein nuhein British open ke ijaz se bhi destberdar hona para sal ke world open ke fathe Canadake Joona then power rahe 1999 mein bhi Pakistan ke hath koi bara title na asaka,ham,
" 1999 mein unhan Pakistan ki wazarat e khazana ki zimedari sonpi gayi, Shaukat Aziz 4 saal 8 mah  wazir e khazana rahe",ham,
 1st December 1970 mein Sadar Secretariat mein Sadar Division ke sectary rahe,ham,
 1st January 1961 ta April 1966 Wapda ke Chairman rahe,ham,
 2 August 2006 ko Mian Shahbaz Sharif ko dobara agli muddat kay liye chuna gaya Nawaz Shrif kay mutabiq Pakistani hukumat nay inhein apne bhai Nawaz Shahrif say mutanafir karne ki koshish bhi ki magar na kami hoi Shahbaz sharif kay mutabiq woh Nawaz Sharif ko apne walid ki jaga samjhte hain,ham,
 2 mah bad December 2011 mein Malala Yousafzai ko “youth peace” award diya gaya,ham,
 2 October 1974 ko Nurul Amin inteqal kar gaye,ham,
 2 October 2005 Malaysia ki banul aqwami University se khitab karte hoye unhon ne kaha ke hum ne nataij dekhaye hain  humari kismet ka fasla balit box kare ga jo kabhi jhot nahi bolta,ham,
 20 December 1997 ko un ka naam Sadarti intakhabi fehristmein shamil kar leya gaya,ham,
 20 July 2013 ko Essa Nagri ke elaqe mein Chaudhry Aslam ke Conway ko boom se urane ki koshish ki gai thi aur un par chotha hamla 9 January 2014 ko howa jis mein Chaudhry Aslam apne do muhafizon samet shaheed ho gaye,ham,
 2002 kay intakhabat kay baad Altaf Hussain ki party Muslim league (Q) kay sath itahad keya aur hukumat mein shamil hui,ham,
 2002 mien inho ne roznama times of India ko diye gaey interview mien kaha tha,ham,
" 2004 aur 2005 mein inhe duniya ki sab se taqatwar khatoon qarar diya gaya, jab ke 2006 mein inhe mazkora list mein Germany ki chancellor Angela Marker ke bad dosre number par rakha gaya",spam,
" 2007 mein Chaudhry Aslam aur un ki team par aghwa barae tawan ki wardaton mein mulawis aham mulzimMashoq Barohi ko jail police muqable mein halak karne ka muqadama darj kiya gaya aur un samet 53 pollice afsaran aur ahalkaron ko giraftar kar liya gaya tha, jin mein Irfan Bahadur, Sarwar Commando aur Nasir ul Hassan Shaheed ka naam qabil e zikar hai",ham,
 2008 kay intakhabat (Election) mein apni dairina mokhalif Pakistan Peoples Party kay sath unka itahad hua,ham,
 2008 kay intakhabat mein in ki jamat nay Pervaiz Mushrraf ki zere nigrani munaqad honey wale intekhabat mein hissa layne say asoli bunyado per inkar kardiya,ham,
 2009 mein Malala Yousafzai ki mulaqat khososi tor par Americi safer Hall Brook se bhi hoi,spam,
 2009 mien inho ne film Lahore mien shandar acting ka muzahira kiya,ham,
 2010 mein unhein CID ke sarbarah ki zimedariyan sonpi gayein,ham,
 21 December 1971 ko naib Precident bane aur kabina ki tashkeel huye,ham,
 21 November 1971 ko Bharat ki bari fauj ne Mashriqi Pakistan par hamla kar dia,ham,
 23 August 1978 ko khazana aur massob bandi ke Wifaqi Wazir bane,ham,
 23 March 1970 tak wo mashriqi Pakistan mein assistant commander ki hesiyat se east Pakistan riffles mein rahe,ham,
 24 January 1975 ko Sectary General Defance bane,ham,
 24 November 1975 ko Wazir e Difa ke Sectary General muqarar hoye,ham,
 24 October 1990 ko Pakistan mein Quomi assembly ke intakhabat meinIslami jahoriitehad ki waze fatah hoi,spam,
" 243 arkan mein se 235 ne Justice (r) Muhammad Rafiq Tarar, 3 ne Aftab Shaban Merrani aur 2 ne Mulana Muhammad Khan Sherrani ko vote deya",ham,
 25 November 1971 tak Mashriqi Pakistan mein jangi halat bahut kharab ho gaye to Sadar Yahya Khan ne majburan Bangali rehnuma Nurul Amin ko Aburi daur ke lia Wazir Azam namzad kar deye aur unke sath Zulfiqar Ali Bhutto ko naib Wazir Azam aur Wazir e kharja bana diya,spam,
 25 October 1962 ko ap bari foj mein shamil howe,ham,
 26 May 1993 ko Supreme Court ne Sadar e Pakistan ke is iqdam ko aain ki difa 58 2-B mein deye gaye ikhteyarat kemanafi qarar dete hoye Muhammad Nawaz Sharif hukumat ko ghair mashrotr tor par bahal kar deya,spam,
 27 August 2004 ko hone wale intakhabat mein Shaukat Azizke muqabil ARD ke mutafiqa umeedwar Makhdum Javed Hashmi the lekin Hashmi ke production order jari karne se speaker ke inkar par opposition ne intakhabat ka bicote kar deya aur Shaukat Aziz191 votes hasil kar ke Wazir e Azam muntakhib ho gaye is se ugle roz unhon ne apne uhde ka halaf uthaya aur isi roz assembly se atemad ka vote bhi hasil kiya,ham,
" 27 June 2005 ko ulma ke aik wafad se baat chet karte hoye Wazir e Azam Shaukat Aziz ne kha ke qanon ki hukumrani yaqini banana hukumat ki zimedari hai, masher se boraiyon ke khatme aur awam ko insaf ki fari aur sasti farhami ko yaqini banane ke leye hum kaam kar rahe hain",ham,
 27 October 1990 ko Subai assembliyon ke intakhabt hoy,ham,
 29 saal ki umer tak Khan Abdul Ghaffar Khan (Bacha Khan) khamosh karkun ki hasiat se rahe lakin 1919 mein jab Rowlatt Act ke khelaf Bare Sagheer mein tehreek chali to unki khatibana salahiatein zahir huyein natijatan griftar hogaye aur 1924 mein reha huye,ham,
 3 January 2005 ko China TV ko interview dete hoye unhon ne kha ke hukumat opposition ke sath afham o tafhim chahati hai,ham,
 3 saal ki umer mein inho ne French language aur piano bajane ki classes mein admission le liya tha,spam,
" 3 September, 1990 ko Benazir Bhutto aur unkay 10 wazra kay khelaf references pesh kiye gaye aur in kay sohar Ali Zardari Per kaye muqadmat qayem kar kay  inhein jail bhaj dia gaya",ham,
 3 vote mustarad kar deye gaye,ham,
 30 October 1990 ko Wifaqi Shari Adalat ne toheen e Risalat ke Jurm ko saza e muat dene ka fasla kiya,ham,
 31 August 1968 mein inhe Air Force ke school waqeya Risalpur main dakhla mila,ham,
 31 December 1997 ko Sadar e Pakistan ban gaye,ham,
 31 March 2006 ko Privatization commission ne farokhat karne ki manzori de di,ham,
 31 May 1988 ko General Zaiaul Haque ki taraf say subai assembly ki barkhs tagi kay bad Mian Nawaz Sharif ko Punjab ka nigran Wazir aala namzad keya geya Janab Nawaz Sharif 1988 kay intaykahbat mein dobarah wazeer-e-Alla muntakhib huye unki iss muddat mein Mari aur Kahota mein zabardast taraqi hui,ham,
 31 May 2009 ko muqabalon ke mezban sheharon ka elan karte howae unhon ne waze kiya ke ye wo shehar hain jin ke zarye pore mulk mein Football ke tamashai muqabalon se mehzoz ho saken ge,ham,
 31 November 1984 ko ASI ki hesiyat se bharti hone wale Chaudhry Aslam Khan ne 1992 mein Karachi mein hone wale operation ke doran encounter specialist ki hesiyat se shurat pai,ham,
 31 October 1994 mein wo Supreme Court ke Judge ki hasiyat se retired ho gaye,ham,
 3rd December ki jang mein Major Akram ki C Company ko dushman par daein taraf se dabao dalne ka hokum mila,spam,
 4 bhai aur 6 behno wale gharane mein sab se chote hain,ham,
 44700 Rupe Ka Hogia Mazeed Kami Ka Imakan ,spam,
 5 August 1905 ko zila Larkana ke aik goth bahman mein paida hue,ham,
 5 aur 6 December ki darmiyani shab ko Major Shabbir Sharif ne apne morche se nikal kar dushman ke company commander 4- rajment ke Major Narayan Singh ko pakra aur dast badast muqable ke baad halak kar diya,ham,
 5 baras bad Chief Justice ka mansab sanbhala,spam,
 5 behan bhaiyyon mien Farooq Sheikh sab se barhe the,ham,
 5 November 1996 ko sadar Farooq Ahmad Khan Leghri nay Benazir hukumat ka khatma kar deya aur February 1997 mein election kar waye un election mein Mian Nawaz Sharif ko zabardast kamyabi huie aur woh dobarah wazir-e-azam bangaye 1970 kay intakhabat kay baad mulki ki tareekh mein pahli martabah koi wazir-e- azam atna bhari mended lay kar aqtaydar mein ayaIss matabah wazir-e-azam bantay hi Nawaz Sharif nay athwein tarmem ka khatma kar deya jis kay tayhat koi sadar hukumat ko khatam kar nay ka akhtayar rakhta tha,spam,
" 5, 5-rupe balke 4, 4 ane ke uwaz apni ghazalein beach kar apni zindagi ki gari ko chalata raha",spam,
 5th December 1971 ko Major Akram “ alif alif” company ki Kaman karte howae 9 baje subah 40 MMC aur aik supahi ke sath dushman ke tankon ki taraf barhe,ham,
 6 November 1990 ko Nawaz Sharif nay Wazeer-e-Azam ki haisiyat say halaf uthaya,spam,
 6th jamat middle school Chakri se pass karne ke baad app ne military college Jhelum mein 16 August 1948 ko dakhla liya,ham,
 7 Augusst 1937 ki Nawab Ahmed Yar Khan Daultana ney apney aik mazmon mein ye  kiyal zahir keya key Congress ki policies ka natija yaqinan Pakistan ki sorat mein baramed hoga,ham,
 7 July 1977 ko sectary General Incheif bane,ham,
 7 times,ham,
 8 July 2005 ko trackter plant ke sang e buniyad ki taqrib se khitab karte hoye unhon ne kaha ke Sadar ne land mafiya ke khilaf qanon par dastakhat kardeye hain hun zamino par qabze mein mulavis afrad ko nishan e abrat bana den gaye,ham,
 8th March 1956 ko unhen Sini wala Sector mein boder defense ke leye apni unit 8- Punjab ke liye muntakhib kiya gaya,ham,
 Aaiye kurah e arz ke is aham tareen kheel ke mah e rawan mein hone wale sab se bare almi event ke bare mein jante hain,spam,
 Aakhir ul zikar geographies ko koh e qaaf aur koh ul tani ki bulandi napne aur dewaar e china ki tehqiqaat karne par mamoor kiya gaya tha,spam,
 Aakhri 50 pages mein Hazrat Ismail ki aulad ke halaat hain,spam,
 Aap anjuman taraqqi pasand tehreek ke fa’al rukun aur aik mumtaz communist the,spam,
 Aap central Iqbal committee ke vice president aur “ Suleman Nadwi committee of Islam ” Karachi ke bunyadi rukun the,ham,
 Aap ka talluq aik khushhaal aur almi gharane se tha,ham,
 Aap ke dada Dhaka ke aik arbi madarsa ke sarparast e aala the,ham,
" Aap ke majmoey Hae Kalam mein Naqsh Faryadi, Dast-e-Saba, Zindaa Nama, Dast e tah e Sang, Sarwadiy-e-Seena, Sham-e-Sheharyaran, Mere Dil Mere Musafir aur Nuskha-e-Hae Wafa ( Kulyaat ) shamil hain",ham,
 Aap ke usatzaa mein Mir Maulvi Shams ul Haq ( jo Allama Iqbal ke bhi Ustaad the ) bhi shamil the,ham,
 Aap ke walid ka naam Majeed Minhas tha jo thekeydar the,ham,
 Aap ke walid Riyaz Uddin Ahmed Calcutta mein mehakma e daak mein mulazim the,ham,
" Aap ki shaiyri ke majmoun main Barg-e-awara, Sar-e-Maqtal, Aehde Sitam, Zikar Behte Khoon Ka, Goshey Main Qafs Ke, Aehde Saza, Hurf-e-Haq aur Is Shehar Kharabi main shamil hai",spam,
 Aap ki waldah ka naam Sultan Fatima tha,ham,
 Aap ki yadgaar wo kitaben hain jo aap ne piche chori hain,ham,
 Aap ko 1924 se 1937 tak Ahmadabad municipal corporation ke member ki hesiyat se shehri masaiyl hal karne aur awaam ki khidmat karne ka mauqa mila,ham,
 Aap ko Bengal ke wazeer e aala Maulvi Fazal ul Haq ke sath kaam karne ka bhi mauqa mila,ham,
 aap ko financial sport ya job ki kitni zarorat hai?,ham,
 Aap Maulana Mohammed Ali Jauhar ke news paper “ Comrade ” ke aezazi mudeer bhi the,ham,
 aap nargiss mai busy raho!! :D,ham,
 Aap ne barresagher pak o hind ke barhe barhe matmool musalmano se bhi behtar rawabit qaiym kar rakhe the,ham,
 Aap ne kabhi makhloot intekhab ko qabool nahi aur hamesha judagana intekhab ke hami rahe,ham,
 Aap ne Matric ka imtehan Mary School Sialkot se paas kiya aur phir FA  ka imtehan bhi wahin se paas kiya,ham,
 Aap ne Quaid e Azam se tarbiyat hasil ki thi aur Quaid e Azam ki usool pasandi Muslim thi,spam,
 Aap ne School mein Persian aur Arabic Zuban seekhi,ham,
 ab behtar hai kuch aur na he poochun warna wo tabrlay na to likhay ja saktay hain na sunaaey jo jaanu kharaab mood main farmata hai waysay aaj to rabia nai bhi report card waali nai bhi hari jhandi dikhaai thii par lagta hai ke daadi maan nai jaanu ko aaj kutt ke jaadu ki japhi nai daali,ham,
 Ab kisi ko hairat nahein thi ab sab log mutfiq ho chuke they ke Hashim Khan hi asli champion hai yahein sey iss kahani ka agaz hota hai Khan family Squash ki dunia mein aie aur cha gaie,ham,
 Ab maine apni zindagi deeni aur falahi kamon mein waqf kar di hai ”,ham,
 Abao ajdad ne mashiqi Punjab ke marof shehar Jalandhar ko maskan banaya aur un ki rajputi shan Jalandhar ki Punjabi methas mein ghul mil gai,ham,
 Abdul Majid Khan iss club mein bahasiyat aik professional khela karte thay jabke Abdullah Khan yehan bator steward kam karte thay,ham,
" Abdul Qadir ki phansi par Bangladesh ke siyasi aur samaji halqon hatta ke zaraey iblaagh ne bhi maslehatan khamoshi ikhteyar kar rakhi thi, lekin taza sazaon ke faisle ke bad zaraey iblaagh ne bhi zaban khol di hai",ham,
 Abhi bari hojao phir siyasat ki baat karna ,ham,
 Abhi shamuliyat ikhteyar na ki thi ke unhon ne aik roze apney dost ko alla Angrez officer se jhar partey dekhi iss per Angrez ki nokri se nafrat ho gaye,spam,
 acha lai to lan..par phr waha hm karan gay kia..,ham,
 Achi karkardagi ki bina par unhen sirf 6 mah baad hi Qasim Platoon ka commander muqarar kar diya gaya aur agle hi saal bator boy company commander taraki de di gai,ham,
 Acting ka aaghaz Farooq Sheikh ne theater se kiya tha,spam,
 Adakar Qaumi Khan is mein pehli martaba Hero ke tor par aae the,ham,
 Advocate general muqarar howae,ham,
 Aesi pazeerai na milne ka qalq mujhe kabhi nahi raha,ham,
 Afghanistan kay bohran ko hal karanay mein madad die gai,ham,
 afghanstan boder ko seel karna chhahey wahan say teriorst aatay jaatay hai aur ain ko wahan say suport be miltey ,ham,
 Agar ap ache amal kar k inteqal kar jao to ap khushi khushi apne qabar khi taiyari karoge na k ase video dekha k logo ko gumrah kar k,ham,
" Agar chay ARD kay faislay kay tahat Nawaz Sharif nay bhi intekhabat mein hissah na lanay ka faisla keya tha lakin Benazir Bhutto nay unhain qayel keya kay herkaron ko khuli chott na de jaye aur halat khwa kaisay bhi hon, intekhabat mein hissah zarur leya jaye",ham,
" Agar chay kai shobah jaat mein bhetari bhi nazar aie maslan America ki taraf say Pakistan ko blake list say kharij kar diya gaya, Pakistan aur Hong Kong kay darmiyan shoba-e-tawanaie mein duniya kay sab say baray mohaiday per dastkhat huye jis ki maliyat sarhay sath arab dollar the aur France ki taraf say atomi bigly ghar farham karnay ka wada kya gaya",ham,
 Agar chay mulk ki Adalat-e-Uzma nay aik ayni muqadmay kay baad unhain dobarah un kay uhday pay bahal to kar deya lakin phir bhi July 1993 mein Sadar Ghulam Ishaq Khan kay sath Mian Nawaz Sharif ko bhi apnay uhday say istayfa dayna para,ham,
 Agar inhe halaat ki nazakat ka mamooli sa bhi idraak ho to yeh andaza lar lena chahiye ke agar ab ki baar fauj ne iqtedar sambhala to Haseena Wajid apni zindagi ke baqiya ayyam mien siyasat ke qabil bhi nahi rahengi,ham,
" Agar kisi Judge ki taqaruri par woqla ki anjumanon, qumi akhbaraat ke sahafiyon aur bakhbar logon ko kisi tarha ka tajub  uar heart na ho to wo shkhs theek hai lekin agar kisi shakhs ke taqarur par bar association ke dafatir mein qehqaye gunjane lagein, sahafi aur bakhabar log heart se aik dosre ka mun dekhne lagen hata ke aam log bhi cha magoyan karne lagein to aesa Judge yaqenan  mayar par pora nahi utarta aur wo munsif bane ka ehel nahi",ham,
 Agar wo bating mein johar nahi dikha pae to balling mein jadogari dikha dete hain,ham,
 Agarcha 1980 ke ashrey mien bhi inho ne Television dramas mien role kiye the,ham,
 Agarcha Farooq Sheikh us waqt law college he mien zer e taleem the,ham,
 Agarcha wo is waqiye ko manzar e aam par nahi laye lekin andaza hai ke is tabahi mein un ke 400 ke lag bagh jawan mare gaye,ham,
 Agarcha yeh aik zameendar gharana tha,ham,
 Agarchay Khan Abdul Ghaffar Khan zindagi phar apne Pakistani hone se inkari rahey aur Pakistan ko aik “Ghulam” reyasat qarar detey rahey (Yahi waja hai key unhon ney dafan hone ke leye Afghanistan ki “Azad” Sarzamine ka intekhab kiya) iss hawale se unhein iss kitab mein shamil nahein kiya jana chahiye tha,spam,
 Agle roz unhon ne Sadar Bush se mulaqat kar ke bahimi dilshaspi ke amor par baat chet ki,ham,
 agle saal British open ke semi final mein unhein shikast kha ker apne izaz se dastbardar hona para,ham,
 agle saal British open ke semi final mein unhein shikast kha ker apne izaz se dastbardar hona para,ham,
 Ahmadabad ke musalman barhe pur josh aur mili jazbey se sarshar the,ham,
 Aik aesi Maa thi jis ki beti ka chehra bhari jawani mein daagh daar ho gaya tha aur Maa ke paas plastic surgery ke zaraey na the,ham,
 Aik arsa tak Nawaz sharif Jaddah mein moqem rahay iss kay bad mulk mein jamhuryat ki bahali kay leye unhon nay Mohtarma Benazir Bhutto kay sath milkar koshishon ka agaz keyah aur meshaq jamhuryat ki shakal mein aik tarykhi dasta wyz samnay layeh,ham,
 Aik arsey tak Rashid Minhas ke buzurg Girdaspur mein rahe aur phir inho ne qilaa Sobha Singh ( Sialkot ) ke nawah mein rehaiysh ikhteyar ki,ham,
 Aik baar wo algebra ka aik masla hal kar rahi thi,ham,
 Aik dilchaps baat ye hai ka duniya ko wicket ka darmiyan dorna sikhne wale ye dono khilari apne apne career ki akhri inning Bharat mein khele aur dono hi iss inning mein run out  hi huwe,ham,
" Aik Graham Dilley he nahi, aise kae ballers hain jo “ Lala ” ke jarihana andaaz se panah maangte hain",ham,
 Aik jaded research ke mutabiq haal he mein in ke kuch waqeyat manzar e aam par aae hain,ham,
 Aik maghrabi mohqiq Brooklyn ka yeh bhi yehi khayal hai,ham,
